,0,1,2,3,4
7388,"""Angelo's Pizza""","""Herb 'n Flavors""","""24 Carrots Juice Bar & Cafe""","""Ventano Italian Grill & Seafood""","""Umiya Sushi"""
7389,"""Swensons Drive-In""","""Fat Heads Brewery and Saloon""","""The Brew Kettle""","""Burrito Boyz""","""Barrio"""
7390,"""Jersey Mike's Subs""","""Craft 64""","""Angelo's Pizza""","""N9NE Steakhouse""","""Grand Lux Cafe"""
7391,"""Lucky's Café""","""Yupha's Thai Kitchen""","""Kaiju""","""Petite Maison""","""Burrito Boyz"""
7392,"""Joe Beef""","""Hobak Korean BBQ""","""Pa Pa Chang's""","""Butterfield's Pancake House""","""Blaze Fast-Fire'd Pizza"""
7393,"""Firefly""","""Le Robin Square""","""The Shore Club - Toronto""","""Boba Hut""","""Cactus Club Cafe"""
7394,"""Barrio""","""Bobby's Burger Palace""","""Blaze Fast-Fire'd Pizza""","""Cibo""","""Cartel Coffee Lab"""
7395,"""Futo Buta""","""Grand Lux Cafe""","""Other Mama""","""DW Bistro""","""Benny Pennello's"""
7396,"""Island Sushi & Grill""","""Guy Savoy""","""Adamson Barbecue""","""Blaze Fast-Fire'd Pizza""","""BARDOT Brasserie"""
7397,"""Chang's Hong Kong Cuisine""","""Javier's""","""Soho Japanese Restaurant""","""Hugo's Cellar""","""Rolling in Dough Cafe"""
7398,"""Quiet Storm Vegetarian & Vegan Cafe""","""Barrio Queen""","""Umiya Sushi""","""Joe Beef""","""Craft 64"""
7399,"""Kaiju""","""Kai""","""Blaze Fast-Fire'd Pizza""","""Le Robin Square""","""Rosallie"""
7400,"""Deagan's Kitchen & Bar""","""Liberty Market""","""China Magic Noodle House""","""Island Sushi & Grill""","""Yanni's Gyros"""
7401,"""Original ChopShop""","""Barrio""","""Ocotillo""","""Adamson Barbecue""","""Grand Lux Cafe"""
7402,"""Dumpling House Restaurant""","""Kaiju""","""Hobak Korean BBQ""","""Rolling in Dough Cafe""","""Blaze Fast-Fire'd Pizza"""
7403,"""BARDOT Brasserie""","""Orange Sky""","""Cafe Crepe""","""Kai""","""Jz's Pizza"""
7404,"""Sidecar""","""Fat Heads Brewery and Saloon""","""Adamson Barbecue""","""BARDOT Brasserie""","""Blaze Fast-Fire'd Pizza"""
7405,"""Le Robin Square""","""The Barrymore""","""Sammy's L.A. Pastrami & Burgers""","""Pinches Tacos""","""Hobak Korean BBQ"""
7406,"""English's Quintessentially British""","""Beer Park""","""Other Mama""","""Soho Japanese Restaurant""","""Grand Lux Cafe"""
7407,"""Cafe Breizh""","""Yummy Grill & Sushi""","""The Shore Club - Toronto""","""The Herb Box""","""Cartel Coffee Lab"""
7408,"""Lucky's Café""","""The Barrymore""","""Butterfield's Pancake House""","""Joyride Taco House""","""Postino Arcadia"""
7409,"""Hobak Korean BBQ""","""The Barrymore""","""Butterfield's Pancake House""","""Spago by Wolfgang Puck""","""Lucky's Café"""
7410,"""Makai Pacific Island Grill""","""Soho Japanese Restaurant""","""DW Bistro""","""Postino Arcadia""","""Living Kitchen"""
7411,"""Hot Dog Heaven""","""Federick""","""Chon Thai Food""","""Soho Japanese Restaurant""","""Ruth's Chris Steak House"""
7412,"""Bannock""","""Fat Heads Brewery and Saloon""","""The Fry Bread House""","""Eiffel Tower""","""BLT Burger"""
7413,"""Oregano's Pizza Bistro""","""Miracle Mile Delicatessen""","""Popo's Mexican Food""","""Liberty Market""","""Salt Cellar"""
7414,"""Poke Guys""","""The Carbon Bar""","""DW Bistro""","""Cibo""","""Blaze Fast-Fire'd Pizza"""
7415,"""Restaurant Chantecler""","""Pastel Creperies & Dessert House""","""Gyu-Kaku Japanese BBQ""","""Izakaya Go""","""Soho Japanese Restaurant"""
7416,"""Cibo""","""Soho Japanese Restaurant""","""Hobak Korean BBQ""","""Blaze Fast-Fire'd Pizza""","""Gyu-Kaku Japanese BBQ"""
7417,"""School Restaurant""","""Liberty Market""","""N9NE Steakhouse""","""Frost Gelato""","""Bannock"""
7418,"""FIKA""","""Rosallie""","""Soho Japanese Restaurant""","""Petite Maison""","""Liberty Market"""
7419,"""Soho Japanese Restaurant""","""Spago by Wolfgang Puck""","""Chompie's Deli""","""M&M Soul Food Cafe""","""Yupha's Thai Kitchen"""
7420,"""BLT Burger""","""Chang's Hong Kong Cuisine""","""N9NE Steakhouse""","""Firefly""","""Eiffel Tower"""
7421,"""Pita Jungle""","""The Habit Burger Grill""","""Barro's Pizza""","""FnB""","""Liberty Market"""
7422,"""La Tolteca Mexican Foods""","""Firefly""","""Kai""","""Terroni""","""Blaze Fast-Fire'd Pizza"""
7423,"""Lucky's Café""","""Bannock""","""Liberty Market""","""Deagan's Kitchen & Bar""","""Burrito Boyz"""
7424,"""Granite City Food & Brewery""","""Fat Heads Brewery and Saloon""","""Burrito Boyz""","""Bannock""","""Cibo"""
7425,"""Le Robin Square""","""Cibo""","""Musashi Japanese Steakhouse""","""Monti's La Casa Vieja""","""Liberty Market"""
7426,"""Icy Juicy""","""Hugo's Cellar""","""Vitality Bowls""","""Island Heat Dinner Show""","""Blaze Fast-Fire'd Pizza"""
7427,"""U.S. Egg""","""Poke Guys""","""Umiya Sushi""","""Le Robin Square""","""Sunrise House"""
7428,"""The Human Bean Tempe""","""Restaurant Chantecler""","""Le Robin Square""","""Lola Coffee""","""Angelo's Pizza"""
7429,"""Tommy's Restaurant""","""Chompie's Deli""","""Bobby's Burger Palace""","""Bosa Donuts""","""Boston Pizza"""
7430,"""The Herb Box""","""Dumpling House Restaurant""","""Cibo""","""Nobuo At Teeter House""","""Blaze Fast-Fire'd Pizza"""
7431,"""Spork""","""Chon Thai Food""","""Memories of Japan""","""Spago by Wolfgang Puck""","""Lucky's Café"""
7432,"""The Barrymore""","""Lucky's Café""","""Taqueria Mi Casita""","""Cactus Club Cafe""","""Raising Cane's"""
7433,"""Joe's Midnight Run""","""Enoteca San Marco""","""Postrio""","""Yupha's Thai Kitchen""","""Spago by Wolfgang Puck"""
7434,"""Lucky's Café""","""Ocotillo""","""Sinatra""","""Spago by Wolfgang Puck""","""Well Being In The Box"""
7435,"""Five Guys""","""Hobak Korean BBQ""","""Liberty Market""","""Lucky's Café""","""Futo Buta"""
7436,"""China Magic Noodle House""","""Republic Ramen + Noodles""","""Cibo""","""Blaze Fast-Fire'd Pizza""","""Deagan's Kitchen & Bar"""
7437,"""Futo Buta""","""Sushi 86""","""Butterfield's Pancake House""","""Graze""","""Postino Arcadia"""
7438,"""Liberty Market""","""Le Robin Square""","""Postino Arcadia""","""Blaze Fast-Fire'd Pizza""","""Bannock"""
7439,"""Adamson Barbecue""","""NextDoor""","""Joe Beef""","""Ahipoki Bowl""","""Cartel Coffee Lab"""
7440,"""N9NE Steakhouse""","""Omelet House""","""Makai Pacific Island Grill""","""Grand Lux Cafe""","""Eiffel Tower"""
7441,"""Monastery Bakery & Delicatessen""","""Yupha's Thai Kitchen""","""Angelo's Pizza""","""Burrito Boyz""","""Liberty Market"""
7442,"""Fat Heads Brewery and Saloon""","""Blaze Fast-Fire'd Pizza""","""Petite Maison""","""Dumpling House Restaurant""","""China Magic Noodle House"""
7443,"""BARDOT Brasserie""","""Joe Beef""","""Cartel Coffee Lab""","""Blaze Fast-Fire'd Pizza""","""Kai"""
7444,"""Grand Lux Cafe""","""Makai Pacific Island Grill""","""Barrio""","""Other Mama""","""DW Bistro"""
7445,"""The Carbon Bar""","""Los Tacos""","""Eiffel Tower""","""Foundation Room""","""DW Bistro"""
7446,"""Sunrise House""","""Fat Heads Brewery and Saloon""","""Blaze Fast-Fire'd Pizza""","""Bannock""","""Postino Arcadia"""
7447,"""Barrio""","""Lucky's Café""","""Le Robin Square""","""Butterfield's Pancake House""","""Rosallie"""
7448,"""Cactus Club Cafe""","""Mert's Heart & Soul""","""Fat Heads Brewery and Saloon""","""Burrito Boyz""","""Eiffel Tower"""
7449,"""Ahipoki Bowl""","""Hash Kitchen""","""Fat Heads Brewery and Saloon""","""Chon Thai Food""","""Rolling in Dough Cafe"""
7450,"""Sushi Kaji Restaurant""","""Pita Jungle""","""Ahipoki Bowl""","""Adamson Barbecue""","""Angelo's Pizza"""
7451,"""Earl Of Sandwich""","""Petite Maison""","""Cafe Crepe""","""Dumpling House Restaurant""","""Deagan's Kitchen & Bar"""
7452,"""Harvest""","""Caribbean Spice""","""Burrito Boyz""","""Fat Heads Brewery and Saloon""","""Dumpling House Restaurant"""
7453,"""Tommy's Restaurant""","""BLT Burger""","""The Fry Bread House""","""Naked Fish's Sushi & Grill""","""Eiffel Tower"""
7454,"""The Melting Pot-  Scottsdale""","""Popo's Mexican Food""","""Angelo's Pizza""","""Kaiju""","""Blaze Fast-Fire'd Pizza"""
7455,"""FIKA""","""Ni Ji Sushi""","""Yupha's Thai Kitchen""","""Soho Japanese Restaurant""","""Burrito Boyz"""
7456,"""The Shore Club - Toronto""","""Tommy's Restaurant""","""Adamson Barbecue""","""Island Sushi & Grill""","""Dumpling House Restaurant"""
7457,"""La Casa De Juana""","""Dumpling House Restaurant""","""Postino Arcadia""","""Javier's""","""Soho Japanese Restaurant"""
7458,"""Sidecar""","""Chon Thai Food""","""Angelo's Pizza""","""Ahipoki Bowl""","""Frost Gelato"""
7459,"""Richardson's""","""Guy Fieri's Vegas Kitchen & Bar""","""Postino Arcadia""","""FnB""","""Pita Jungle"""
7460,"""Lola Coffee""","""Pita Jungle""","""Big Buddha""","""Beckett's Table""","""Las Fuentes Mexican Grill"""
7461,"""Lahore Tikka House""","""Fat Heads Brewery and Saloon""","""Lucky's Café""","""Postino Arcadia""","""Futo Buta"""
7462,"""Cartel Coffee Lab""","""Craft 64""","""Midwestern Meats""","""The Herb Box""","""Liberty Market"""
7463,"""Soho Japanese Restaurant""","""Guy Fieri's Vegas Kitchen & Bar""","""Kaiju""","""Cibo""","""Burrito Boyz"""
7464,"""Presti's Bakery""","""DW Bistro""","""Grand Lux Cafe""","""Barrio""","""Postino Arcadia"""
7465,"""Island Sushi & Grill""","""Presti's Bakery""","""Modern  Grove""","""Liberty Market""","""Le Robin Square"""
7466,"""Cactus Club Cafe""","""Frost Gelato""","""Lola Coffee""","""Butterfield's Pancake House""","""Burrito Boyz"""
7467,"""Cactus Club Cafe""","""Bannock""","""Kaiju""","""Burrito Boyz""","""BLT Burger"""
7468,"""Blaze Fast-Fire'd Pizza""","""Soho Japanese Restaurant""","""Cactus Club Cafe""","""Bootleggers Modern American Smokehouse""","""Cheffini's Hot Dogs"""
7469,"""Downtown Terrace""","""Pho Saigon 8""","""Paymon's Mediterranean Cafe & Lounge""","""Big Dog's Draft House""","""Hobak Korean BBQ"""
7470,"""Giant Hamburgers""","""Le Robin Square""","""Liberty Market""","""Babbo Italian Eatery""","""Hobak Korean BBQ"""
7471,"""Poke Guys""","""China Magic Noodle House""","""Kaiju""","""Dumpling House Restaurant""","""Blaze Fast-Fire'd Pizza"""
7472,"""Lola Coffee""","""Pastel Creperies & Dessert House""","""Restaurant Chantecler""","""Cactus Club Cafe""","""Le Robin Square"""
7473,"""Butterfield's Pancake House""","""Fukuburger Truck""","""Other Mama""","""Soho Japanese Restaurant""","""Frost Gelato"""
7474,"""Cibo""","""Kai""","""Beckett's Table""","""Soho Japanese Restaurant""","""Rosallie"""
7475,"""Futo Buta""","""Grand Lux Cafe""","""Sinatra""","""Firefly""","""Kid Cashew"""
7476,"""Pastel Creperies & Dessert House""","""Foosia""","""Cibo""","""Blaze Fast-Fire'd Pizza""","""Kai"""
7477,"""Cafe Breizh""","""Hobak Korean BBQ""","""Cartel Coffee Lab""","""Butterfield's Pancake House""","""Blaze Fast-Fire'd Pizza"""
7478,"""L'Atelier de Joël Robuchon""","""Eiffel Tower""","""Paymon's Mediterranean Cafe & Lounge""","""Hobak Korean BBQ""","""Pho Saigon 8"""
7479,"""Cafe Breizh""","""Hobak Korean BBQ""","""Butterfield's Pancake House""","""Ruth's Chris Steak House""","""L'Atelier de Joël Robuchon"""
7480,"""North of Brooklyn Pizzeria""","""Ahipoki Bowl""","""Burrito Boyz""","""Lola Coffee""","""Guy Fieri's Vegas Kitchen & Bar"""
7481,"""Petite Maison""","""Spago by Wolfgang Puck""","""WTPho""","""Yupha's Thai Kitchen""","""Burrito Boyz"""
7482,"""Island Sushi & Grill""","""Wildflower Bread Company""","""Postino Arcadia""","""Poke Guys""","""Soho Japanese Restaurant"""
7483,"""Thirsty Lion Gastropub & Grill""","""TJ's Homestyle Restaurant""","""Miracle Mile Delicatessen""","""Oregano's Pizza Bistro""","""Pinches Tacos"""
7484,"""Barrio""","""Postino Arcadia""","""Graze""","""FnB""","""Richardson's"""
7485,"""Taqueria Mi Casita""","""Firefly""","""Barrio Queen""","""Musashi Japanese Steakhouse""","""Tommy V's Urban Kitchen & Bar"""
7486,"""Tommy's Restaurant""","""The Carbon Bar""","""Naked Fish's Sushi & Grill""","""Kai""","""Guy Savoy"""
7487,"""Fat Heads Brewery and Saloon""","""Adamson Barbecue""","""Orange Sky""","""Spice Lounge & Tapas""","""Salt Cellar"""
7488,"""Beckett's Table""","""Guy Fieri's Vegas Kitchen & Bar""","""Pastel Creperies & Dessert House""","""Burrito Boyz""","""Rosewood Chinese Cuisine"""
7489,"""Ahipoki Bowl""","""Guy Fieri's Vegas Kitchen & Bar""","""Big Smoke Burger""","""Spago by Wolfgang Puck""","""Burrito Boyz"""
7490,"""Dumpling House Restaurant""","""Pita Jungle""","""Kai""","""Blaze Fast-Fire'd Pizza""","""Postino Arcadia"""
7491,"""The Habit Burger Grill""","""Other Mama""","""Javier's""","""DW Bistro""","""Tacos & Beer"""
7492,"""Name Removed In Response to Trademark Complaint""","""Wildflower Bread Company""","""Original ChopShop""","""Cartel Coffee Lab""","""Postino Arcadia"""
7493,"""Andre's""","""Naked Fish's Sushi & Grill""","""Firefly""","""Due Forni""","""Eiffel Tower"""
7494,"""Yummy Grill & Sushi""","""Grand Lux Cafe""","""Original ChopShop""","""Buon Gusto Ristorante""","""Yupha's Thai Kitchen"""
7495,"""Taqueria Mi Casita""","""Umiya Sushi""","""Stacks & Yolks""","""Babbo Italian Eatery""","""Joyride Taco House"""
7496,"""Cactus Club Cafe""","""Grand Lux Cafe""","""Chompie's Deli""","""N9NE Steakhouse""","""Barrio"""
7497,"""BARDOT Brasserie""","""Ocotillo""","""Barrio""","""Grand Lux Cafe""","""Island Sushi & Grill"""
7498,"""AMC Dine-in Theatres Esplanade 14""","""Angelo's Pizza""","""Blaze Fast-Fire'd Pizza""","""The Herb Box""","""Cactus Club Cafe"""
7499,"""Carmen""","""Cafe Crepe""","""Island Sushi & Grill""","""Guy Fieri's Vegas Kitchen & Bar""","""Poke Guys"""
7500,"""Beckett's Table""","""Electric Mud BBQ""","""Guy Fieri's Vegas Kitchen & Bar""","""Cibo""","""Burrito Boyz"""
7501,"""Le Robin Square""","""Burger Bar Crescent""","""The Shore Club - Toronto""","""Barrio""","""Island Sushi & Grill"""
7502,"""Tommy's Restaurant""","""Frost Gelato""","""Elegance Chinese Cuisine & Banquet""","""Cactus Club Cafe""","""Soho Japanese Restaurant"""
7503,"""Deagan's Kitchen & Bar""","""The Habit Burger Grill""","""Island Foods""","""Ruth's Chris Steak House""","""Federick"""
7504,"""Poke Guys""","""Cibo""","""Fat Heads Brewery and Saloon""","""Cafe Crepe""","""Kaiju"""
7505,"""The Barrymore""","""Makai Pacific Island Grill""","""Grand Lux Cafe""","""Futo Buta""","""Five Guys"""
7506,"""The Habit Burger Grill""","""Wingstop""","""Joyride Taco House""","""Butterfield's Pancake House""","""Stacks & Yolks"""
7507,"""Someburros""","""Postino Arcadia""","""Pita Jungle""","""FnB""","""Liberty Market"""
7508,"""Tommy's Restaurant""","""Bobby's Burger Palace""","""Eiffel Tower""","""Ahipoki Bowl""","""BARDOT Brasserie"""
7509,"""Breakfast Club- CityScape""","""Cibo""","""Blaze Fast-Fire'd Pizza""","""Miracle Mile Delicatessen""","""Popo's Mexican Food"""
7510,"""Curry Twist Restaurant""","""Izakaya Go""","""Electric Mud BBQ""","""Lola Coffee""","""Cibo"""
7511,"""U.S. Egg""","""Poke Guys""","""Blue Adobe Grille""","""Deagan's Kitchen & Bar""","""Kaiju"""
7512,"""Electric Mud BBQ""","""Pastel Creperies & Dessert House""","""Burrito Boyz""","""Rosewood Chinese Cuisine""","""Restaurant Chantecler"""
7513,"""School Restaurant""","""Paina Cafe""","""Postino Arcadia""","""Angelo's Pizza""","""Soho Japanese Restaurant"""
7514,"""Due Forni""","""Cartel Coffee Lab""","""Nobuo At Teeter House""","""The Herb Box""","""Blaze Fast-Fire'd Pizza"""
7515,"""The Herb Box""","""Fat Heads Brewery and Saloon""","""Ike's Love & Sandwiches""","""Summer's Ice Cream""","""Blaze Fast-Fire'd Pizza"""
7516,"""Mimis Cafe""","""Hoosier Cafe""","""Fleming's Prime Steakhouse - Peoria""","""Gyu-Kaku Japanese BBQ""","""Soho Japanese Restaurant"""
7517,"""Craft Tasting Room & Growler Shop""","""Charleston's""","""Blaze Fast-Fire'd Pizza""","""Firefly""","""Angelo's Pizza"""
7518,"""DW Bistro""","""Lola Coffee""","""The Carbon Bar""","""Bannock""","""Electric Mud BBQ"""
7519,"""Graze""","""Ocotillo""","""Blaze Fast-Fire'd Pizza""","""Sidecar""","""Adamson Barbecue"""
7520,"""Mert's Heart & Soul""","""Big Dog's Draft House""","""Z'Tejas""","""Paymon's Mediterranean Cafe & Lounge""","""Adamson Barbecue"""
7521,"""The Carbon Bar""","""Izakaya Go""","""Pastel Creperies & Dessert House""","""The Shore Club - Toronto""","""Blaze Fast-Fire'd Pizza"""
7522,"""Eiffel Tower""","""Crown & Anchor British Pub""","""Chon Thai Food""","""Naked Fish's Sushi & Grill""","""Frost Gelato"""
7523,"""Deagan's Kitchen & Bar""","""Kai""","""Pita Jungle""","""TK's Urban Tavern""","""Postino Arcadia"""
7524,"""Summer's Ice Cream""","""Cibo""","""Postino Arcadia""","""Ike's Love & Sandwiches""","""Joyride Taco House"""
7525,"""The Hummus Factory""","""Soho Japanese Restaurant""","""Andre's""","""Mi Peru South American Grill""","""Javier's"""
7526,"""Frost Gelato""","""Eiffel Tower""","""Ahipoki Bowl""","""Fat Heads Brewery and Saloon""","""Lucky's Café"""
7527,"""Kaiju""","""Presti's Bakery""","""Cactus Club Cafe""","""Sushi Station""","""Lucky's Café"""
7528,"""Earls Kitchen + Bar""","""The Herb Box""","""Nobuo At Teeter House""","""Cibo""","""Blaze Fast-Fire'd Pizza"""
7529,"""DW Bistro""","""Makai Pacific Island Grill""","""Lola Coffee""","""Umiya Sushi""","""Izakaya Go"""
7530,"""This End Up""","""Rolling in Dough Cafe""","""Firefly""","""M&M Soul Food Cafe""","""Spago by Wolfgang Puck"""
7531,"""Swensons Drive-In""","""Tori's Bakeshop""","""Presti's Bakery""","""Chompie's Deli""","""Angelo's Pizza"""
7532,"""Nota Bene""","""Bootleggers Modern American Smokehouse""","""The Herb Box""","""Blaze Fast-Fire'd Pizza""","""Craft 64"""
7533,"""Cactus Club Cafe""","""BARDOT Brasserie""","""Adamson Barbecue""","""Andre's""","""Firefly"""
7534,"""Frost Gelato""","""School Restaurant""","""NextDoor""","""Angelo's Pizza""","""Lucky's Café"""
7535,"""Original ChopShop""","""The Wrigley Mansion Club""","""Pinches Tacos""","""Island Sushi & Grill""","""Thirsty Lion Gastropub & Grill"""
7536,"""Adamson Barbecue""","""Tacos & Beer""","""Momofuku Daish?""","""Le Robin Square""","""Butterfield's Pancake House"""
7537,"""Fat Heads Brewery and Saloon""","""Angelo's Pizza""","""Blue Adobe Grille""","""Bannock""","""Carmine's Pizza Kitchen"""
7538,"""Cactus Club Cafe""","""Le Robin Square""","""Butterfield's Pancake House""","""Lucky's Café""","""The Barrymore"""
7539,"""Barrio""","""Fat Heads Brewery and Saloon""","""Burrito Boyz""","""Lucky's Café""","""Deagan's Kitchen & Bar"""
7540,"""Orange Sky""","""Andre's""","""BARDOT Brasserie""","""Z'Tejas""","""Ahipoki Bowl"""
7541,"""Butterfield's Pancake House""","""Archi's Thai Cafe""","""Lucky's Café""","""Futo Buta""","""The Barrymore"""
7542,"""The Carbon Bar""","""Tommy's Restaurant""","""Soho Japanese Restaurant""","""Cibo""","""DW Bistro"""
7543,"""The Hummus Factory""","""Spago by Wolfgang Puck""","""Rolling in Dough Cafe""","""Firefly""","""Eiffel Tower"""
7544,"""L'Atelier de Joël Robuchon""","""Guy Fieri's Vegas Kitchen & Bar""","""Graze""","""Spago by Wolfgang Puck""","""BARDOT Brasserie"""
7545,"""The Harbord Room""","""Other Mama""","""Butterfield's Pancake House""","""Yummy Grill & Sushi""","""Moishe's Steakhouse"""
7546,"""Thirsty Lion Gastropub & Grill""","""Wu's Cajun Sea Food""","""Eiffel Tower""","""Grand Lux Cafe""","""Futo Buta"""
7547,"""Soho Japanese Restaurant""","""Chompie's Deli""","""Craft 64""","""Yupha's Thai Kitchen""","""Joe's New York Pizza"""
7548,"""Postino Arcadia""","""Pastel Creperies & Dessert House""","""Barrio""","""U.S. Egg""","""Dumpling House Restaurant"""
7549,"""Tacos & Beer""","""Salad King Restaurant""","""Pinches Tacos""","""Umiya Sushi""","""Lola Coffee"""
7550,"""Barrio""","""Adamson Barbecue""","""Burrito Boyz""","""Andre's""","""Firefly"""
7551,"""Umiya Sushi""","""Zappone's Italian Bistro""","""Nick's""","""Craft 64""","""OHSO Brewery - Paradise Valley"""
7552,"""Tori's Bakeshop""","""Petite Maison""","""Postino Arcadia""","""Dumpling House Restaurant""","""Blaze Fast-Fire'd Pizza"""
7553,"""Petite Maison""","""Soho Japanese Restaurant""","""Yama Sushi""","""Nobuo At Teeter House""","""Blaze Fast-Fire'd Pizza"""
